Number,Year,Genre,Source,Sentence,Syntax,Contrast,Position,Other,Local,Licensor.category,Licensor,Note,Note2,Syntax2,Contrast2
218,2003,FIC,Bk:Pushing30 ,". The bar had become so hot and stuffy I could barely breathe, much less think clearly. Eric's words "" engagement, "" "" plans, "" """,VP,VP,final,NA,1,Adv,barely,NA,NA,VP,VP
219,2003,FIC,Bk:LuckysLady ,". She supposed she hardly looked dressed to walk into such a place, much less make the request she had. "" No, I'm not interested in fishing",VP,VP,final,NA,1,Adj,hardly,NA,NA,VP,VP
220,2003,FIC,Bk:LastLessonsSummer ,", I don't know if we'd have even gone to college, much less made careers in science. "" "" Aunt Martha said you teach at State?",VP,VP,final,NA,1,Neg,NA,NA,NA,VP,VP
221,2003,MAG,OutdoorLife ,"or that rifle shooting 1-inch-plus accuracy, it doesn't trip my trigger, much less make me want to open my checkbook. Tommy D. Lloyd Harrah, OK 07/29",VP,VP,final,NA,1,Neg,NA,NA,NA,VP,VP
223,2003,MAG,HarpersMag ,"Michelangelo or Da Vinci and find no evidence that Palladio ever even complained, much less fought or even struggled. In every case, it seems, the elements conspired",VP,VP,final,conj,1,Neg,NA,NA,NA,VP,VP
226,2003,NEWS,Houston ,"dogs. # Under normal circumstances, Boller wouldn't be miked up, much less have a camera in his face or a three-man film crew always on the heels",VP,VP,final,NA,1,Neg,NA,NA,NA,VP,VP
228,2003,ACAD,ArabStudies ,"not of one mind. Not even all fundamentalists are of one mind, much less can they be said to fall into those culturally biased categories. Some members of",VP,VP,final,NA,1,Neg,NA,scope seems odd,NA,VP,VP
230,2003,ACAD,InfoSystems ,"is genocide, but the extent to which either could have been imagined, much less carried out, could have only occurred with the onset of modernity and the accompanying",VP,VP,final,RC,1,Prag,Adversity,NA,NA,VP,VP
232,2002,SPOK,NPR_FreshAir ,"50s, that time. I never dreamed I would come to America, much less go to Los Angeles. And I know when that began, when I began",VP,VP,final,NA,1,Neg,never,NA,NA,VP,VP
233,2002,SPOK,NPR_ATC ,"10th grade. It seemed impossible that a private school would admit him, much less offer a scholarship to help with the $28,000 tuition. That's exactly, though",VP,VP,final,NA,1,Adj,impossible,NA,NA,VP,VP
234,2002,SPOK,NPR_Morning ,"even murderers, one had to be very damned lucky to make it, much less enjoy success. It's been a wild, exciting ride.' And that",VP,VP,final,NA,1,NEC,NA,NA,NA,VP,VP
235,2002,SPOK,CNN_King ,"'s just -- I don't like pawing around in my own background, much less having other people do it as well. But there was so much curiosity about",VP,VP,final,ellipsis,1,Neg,NA,NA,NA,VP,VP
236,2002,FIC,Analog ,"ANALOG 1. Camp Friendly Conrad had never seen an angry mob before, much less been a part of one. Like an ocean wave it seemed to offer two",VP,VP,final,NA,1,Neg,never,NA,NA,VP,VP
238,2002,FIC,ChicagoRev ,". No one wants to be a dancing bear, or a dog, much less be thrown out of time like a fish out of water. The hook aches",VP,VP,final,repetition,1,Neg,NA,NA,NA,VP,VP
242,2002,FIC,Bk:Willow ,"many things under her breath, things I wasn't supposed to hear, much less understand. Sometimes she would use as many Portuguese words as she could, but",VP,VP,final,RC,1,Neg,NA,NA,NA,VP,VP
244,2002,FIC,Bk:America ,"even up, and she won't ever want you to visit again, much less want to keep you. "" "" But Mrs. Harper will be mad. """,VP,VP,final,NA,0,Neg,NA,NA,NA,VP,VP
245,2002,MAG,SouthernLiv ,", politicians, drag queens, and antiques dealers could all be neighbors, much less get along. But our first stop, the French Quarter, houses them all",VP,VP,final,NA,1,NEC,NA,NA,NA,VP,VP
246,2002,MAG,TownCountry ,"sight of a woman in a pantsuit doesn't make an eyelash flutter, much less raise an eyebrow. But back then, it was tantamount to a mini-revolution.",VP,VP,final,NA,1,Neg,NA,NA,NA,VP,VP
249,2002,MAG,Redbook ,"first book. I was so driven that I barely ate or slept, much less made time for my family. My wife, Tracey, understood and was remarkably",VP,VP,final,conj /no conj in remnant,1,Adv,barely,NA,NA,VP,VP
251,2002,MAG,MotherJones ,"have been kidnapped or shackled or whipped or forcibly separated from their families, much less have known that they were being sold into a life of worse-than-penal servitude. It",VP,VP,final,conj /no conj in remnant,1,NEC,NA,NA,NA,VP,VP
252,2002,NEWS,NYTimes ,"can, but it is not enough to pay the rent and utilities, much less buy food. # Still, it is enough to disqualify him for public assistance",VP,VP,final,NA,1,Neg,NA,NA,NA,VP,VP
254,2002,ACAD,LatinAmResRev ,"with caution. They certainly did not want to discourage local job creation, much less be accused of bolstering U.S. protectionism. Yet they knew that local business owners cultivated",VP,VP,final,voice switch in verb,1,Neg,NA,NA,NA,VP,VP
258,2001,SPOK,CNN_LiveSun ,"story about a mother and twin girls who are lucky to be alive, much less being together for their first Mother's Day. On the verge of certain death",VP,VP,final,ungram,1,Prag,Adversity,NA,NA,VP,VP
260,2001,FIC,FantasySciFi ,"weight was out of the water. There was no place to sit, much less lie down. So he stood in the middle of their little square island,",VP,VP,final,NA,1,Neg,NA,NA,NA,VP,VP
262,2001,FIC,FantasySciFi ,"I know. "" # Patty looked too young to have a job, much less be company president. She was wearing a leather vest and tiny shorts that showed",VP,VP,final,NA,1,Adj,too,NA,NA,VP,VP
263,2001,FIC,SkippingStones ,"of beads. I knew Bobby would never even lend me his racecar, much less give it to me. I felt funny inside about Takoda giving me one of",VP,VP,final,pronoun,1,Neg,never,NA,NA,VP,VP
264,2001,FIC,ChicagoRev ,"room would seem to him so empty that nothing could be brought in, much less taken out. # "" If you want to go up there, "" Clarke",VP,VP,final,pass,1,Neg,nothing,NA,NA,VP,VP
265,2001,FIC,Ploughshares ,"mornings -- when she could barely bring herself to get out of bed, much less hold a comb in her hand -- had never really happened. # My mother",VP,VP,final,NA,1,Adv,barely,NA,NA,VP,VP
267,2001,FIC,SouthwestRev ,"in a state. Never in her life had she seen a mountain, much less seen her new husband disappear on his way up one. Might as well tell",VP,VP,final,repetition,1,Neg,never,NA,NA,VP,VP
268,2001,FIC,Writing ,"that no one at this school could understand what I was going through, much less defend me. "" Hey, girl! You gon na play with us today",VP,VP,final,NA,1,Neg,NA,contrasts with understand,NA,VP,VP
269,2001,FIC,Bk:DearCupid ,"something in return. Only, he couldn't remember her last comment, much less form a suitable response. She laughed lightly. "" Not that I'm stingy",VP,VP,final,NA,1,Neg,NA,NA,NA,VP,VP
270,2001,FIC,Bk:BestAmericanMystery ,"the twentieth century in order to identify which works were appropriate for consideration, much less read them all. Other anthologies proved useful, too, of course, notably",VP,VP,final,NA,0,NEC,NA,NA,NA,VP,VP
271,2001,MAG,Backpacker ,"Air Dri-Goat trail running shoe. That ad should never have been approved, much less written. Purely and simply, we made a mistake. Every Nike employee is",VP,VP,final,pass,1,Neg,never,NA,NA,VP,VP
272,2001,MAG,Cosmopolitan ,"I'm doing it right because I'd never compare techniques with them, much less ask for pointers. Sidebar so grossbut so true Sidebar "" Every guy, at",VP,VP,final,NA,1,Neg,never,NA,NA,VP,VP
273,2001,MAG,Fortune ,". San Francisco needs approvals from 31 agencies just to reconfigure a runway, much less build one from scratch. Orlando spent five years to get its Environmental Impact Statement",VP,VP,final,NA,1,Prag,Adversity,NA,NA,VP,VP
277,2001,MAG,Smithsonian ,"foal and mare. Brazilly Billy, though, won't stop pacing, much less lie down like she's supposed to. She sweats and snorts, and the",VP,VP,final,NA,1,Neg,NA,NA,NA,VP,VP
278,2001,NEWS,NYTimes ,"China, a world leader he has never spoken with over the telephone, much less met, could be threatened. # "" In the Chinese view, Jiang went",VP,VP,final,RC,1,Neg,never,NA,NA,VP,VP
279,2001,NEWS,NYTimes ,"such a bewildering mix of technologies, it is hard to comprehend them, much less predict what equipment the carriers will keep purchasing during a downturn. # Not only",VP,VP,final,NA,1,Neg,NA,NA,NA,VP,VP
280,2001,NEWS,AssocPress ,"intricate lists of items that yesterday's Ohioans couldn't begin to spell, much less eat. Ghee and rambutan and longan, kimchi and nopalitos and durian. # ",VP,VP,final,RC,1,Neg,NA,NA,NA,VP,VP
281,2001,NEWS,Atlanta ,"-- a combination that allows them little time to meet with their clients, much less investigate their cases. # Powell has an assistant lawyer and an investigator. When",VP,VP,final,NA,1,Adj,little,NA,NA,VP,VP
282,2001,NEWS,SanFranChron ,"life on Mars. Without it, micro-Martians probably wouldn't have evolved, much less survived. # "" We're very parochial here on Earth, the' Blue",VP,VP,final,NA,1,Neg,NA,NA,NA,VP,VP
283,2001,NEWS,SanFranChron ,"make like a turtle. I don't like being touched by strangers, much less being naked around them. After all, it's been a long time since",VP,VP,final,repetition,1,Neg,NA,repetition required,NA,VP,VP
284,2001,NEWS,Houston ,"to earn the same salary as my colleagues who never left the field, much less earn the same as some other person with a similar level of education who chose",VP,VP,final,NA,0,Neg,never,NA,NA,VP,VP
286,2001,NEWS,Chicago ,"the band's fondness for curried goat than examining either of these stories, much less getting the women's perspective, begging the question: Who is more self-centered and",VP,VP,final,NA,1,NEC,NA,NA,NA,VP,VP
287,2001,NEWS,Denver ,"rookie in 1996. He was overwhelmed to make it to the NHL, much less win the Cup in his first season. He turned the Cup party into a",VP,VP,final,NA,1,Adj,overwhelmed,NA,NA,VP,VP
289,2001,ACAD,AmerStudies ,the chair in a holy halo I never thought could be caught on film much less described in its beautiful visual entirety in words (p.5). # The passage,VP,VP,final,NA,1,Neg,never,NA,NA,VP,VP
297,2000,ACAD,ABAJournal ,"that he had to develop a truckload of common sense just to survive, much less thrive. # Today, Blasi says, he sees the same kind of wisdom",VP,VP,final,NA,1,Prag,Adversity,NA,NA,VP,VP
298,2000,ACAD,EnvirAffairs ,"does not define what levels of risk are protective in an absolute sense, much less identify which communities should represent the public. Therefore, if some risk is to",VP,VP,final,NA,0,Neg,NA,NA,NA,VP,VP
302,2000,SPOK,NPR_TalkNation ,right? Mr-WALKER: Yeah. And doghouses don't fly. COLEMAN: Much less have Van Goghs inside. Mr-WALKER: And so... COLEMAN: But please continue,VP,VP,final,NA,1,Neg,not c-command,Fragment,NA,VP,VP
304,2000,SPOK,CNN_Event ,"'s be clear on this. Soothing words don't pay the rent, much less buy prescription medicine and even... (APPLAUSE)... even the sharpest campaign sound",VP,VP,final,NA,1,Neg,NA,NA,NA,VP,VP
305,2000,SPOK,CNN_SatMorn ,"minutes ago. They were not even aware of Judge Lewis' order, much less have a copy of it. They now are very aware of the Supreme Court",VP,VP,final,ungram,1,Neg,NA,NA,NA,VP,VP
306,2000,FIC,FantasySciFi ,"for Tannie, she makes no small talk. She doesn't flirt, much less try to seduce. And to her credit, when Due says something about the",VP,VP,final,NA,1,Neg,NA,NA,NA,VP,VP
307,2000,FIC,Bk:DeathColonial ,", recently married, who could not even read labels on the bottles, much less know the power of the potions they contained. Thomas Cox, then coroner,",VP,VP,final,RC,1,Neg,NA,NA,NA,VP,VP
308,2000,FIC,Bk:TravelingLight ,"The bell rang, and I hadn't eaten any of my lunch, much less made it to the bathroom. I headed for my afternoon class, and there",VP,VP,final,NA,1,Neg,NA,NA,NA,VP,VP
309,2000,MAG,BoysLife ,"bib were caked in blood. I didn't think anyone could race, much less win a medal, with a heavy nosebleed, "" says Aldo Radamus, director",VP,VP,in VP,"more than V, less than VP",1,Neg,NA,NA,NA,VP,VP
311,2000,MAG,Atlantic ,"traditions-a category of evidence that most traditional archaeologists are ill equipped to notice, much less evaluate. While working at the University of Wales last fall on an article on",VP,VP,final,RC,1,Adj,ill-equiped,NA,NA,VP,VP
313,2000,MAG,USAToday ,"Monroe not had cancer, she likely never would have donated the blood, much less had it stored for future family use. After all, she didn't have",VP,VP,final,NA,1,Neg,never,NA,NA,VP,VP
316,2000,MAG,MotherJones ,"Association. "" Under the Constitution, a city can not undertake condemnation -- much less give it away -- unless the taking is for a public purpose and you pay",VP,VP,final,NA,1,Neg,NA,NA,NA,VP,VP
317,2000,MAG,TechReview ,"'s hard to unravel the workings of a protein folded up like origami, much less create a new one that behaves the way you want it to. "" Rational",VP,VP,final,NA,0,Adj,hard,NA,NA,VP,VP
318,2000,MAG,WashMonth ,"were foreign to Washington and barely knew how to get their mail delivered, much less manage the sprawling federal bureaucracy. # When he ordered the assault on Waco,",VP,VP,final,NA,0,Adv,barely,NA,NA,VP,VP
319,2000,NEWS,AssocPress ,"filled with pain. How could they commit to such an uncertain future, much less raise a child in it? # For them, it was hardly a choice",VP,VP,final,NA,1,Ques,NA,NA,NA,VP,VP
320,2000,NEWS,USAToday ,"? I get bored with the same date after three to four weeks, much less being married. -- Mary-Jane Price, 43, Dayton, Ohio # A:",VP,VP,final,ungram,1,Prag,Adversity,NA,NA,VP,VP
321,2000,NEWS,SanFranChron ,". Rarely is the brutal 33-year occupation of Palestinian territory even referred to, much less discussed in any substantial way. The land has been carved up with Israeli roads",VP,VP,final,pass,1,Adv,rarely,NA,NA,VP,VP
322,2000,NEWS,Houston ,"highly publicized, many Pedro Pan children do not talk about their experiences, much less make comparisons to the Cuban boy. The issue is a sensitive subject in Miami",VP,VP,final,NA,1,Neg,NA,NA,NA,VP,VP
323,2000,NEWS,Denver ,"August. # We'll see who is able to perform their job, much less learn new material when it's 90-plus degrees outside and worse inside. # What",VP,VP,final,NA,1,Prag,Adversity,NA,NA,VP,VP
324,2000,ACAD,Bioscience ,". Unfortunately, the number of marine extinctions will be difficult to evaluate, much less predict, until scientists obtain substantially better knowledge of the taxonomy, population genetics,",VP,VP,final,NA,1,Adj,difficult,NA,NA,VP,VP
326,1999,SPOK,NPR_ATC ,"LYDEN: It's not clear how these men will get into Kosovo, much less form themselves into trained fighters. But this, they say, is their first",VP,VP,final,NA,1,Neg,NA,NA,NA,VP,VP
332,1999,MAG,PopScience ,"home. Traditional coursework alone may not be enough to hold their attention, much less prepare them for what lies ahead. Photograph From home to Harvard: Right,",VP,VP,final,NA,1,Neg,NA,NA,NA,VP,VP
333,1999,MAG,Redbook ,"feeble attempt to convince an ever-prying media that they barely knew each other, much less shared the same bed. It was the night Pitt's movie Meet Joe Black",VP,VP,final,NA,1,Adv,barely,NA,NA,VP,VP
334,1999,MAG,HarpersMag ,"of him is spewing out orders faster than he can rip them off, much less produce the meals. Even the invincible Ellen is ashen from stress. I bring",VP,VP,final,NA,1,NEC,NA,NA,NA,VP,VP
335,1999,MAG,Fortune ,"for Internet networks, not the stuff most people are supposed to understand, much less get all twisted up about. "" Deals like this are supposed to be worth",VP,VP,final,RC,1,Neg,NA,NA,NA,VP,VP
337,1999,MAG,Newsweek ,"how many Americans or West Europeans would have known where East Timor is, much less been concerned about the fate of its people? # No less profound a change",VP,VP,final,NA,0,Ques,NA,NA,NA,VP,VP
338,1999,MAG,USNWR ,"of every age handing in essays that contain words they can't pronounce, much less define. # Sue Bigg, a college consultant outside Chicago, often sees the",VP,VP,final,RC,1,Neg,NA,NA,NA,VP,VP
339,1999,NEWS,USAToday ,"# But there are people who still don't own a cell phone, much less take it to the beach. Celente is one of them: "" I do",VP,VP,final,NA,1,Neg,NA,NA,NA,VP,VP
340,1999,NEWS,Atlanta ,"an air of easy familiarity. # She had never spoken those words, much less known what they meant, eight years ago, when she was a working single",VP,VP,in VP,NA,1,Neg,never,NA,NA,VP,VP
343,1999,NEWS,Houston ,"n't been willing to step up to the plate and set a date, much less be willing to be supportive, "" Holt said. "" That has to happen",VP,VP,final,ungram,0,Neg,NA,NA,NA,VP,VP
344,1999,ACAD,AcademicQs ,"has ever publicly denounced the repressive and exclusionary policies they claim to oppose, much less named and criticized those responsible. "" Genovese noted that he and others had tried",VP,VP,final,NA,0,NEC,NA,NA,NA,VP,VP
345,1999,ACAD,LatinAmResRev ,"participants over time, analysts can not accept human inactivity as a given, much less identify the variable producing the supposed inactivity. Therefore while the ensuing sections of this",VP,VP,final,NA,1,Neg,NA,NA,NA,VP,VP
346,1999,ACAD,SocialResrch ,"determinants. The effects of creativity are not exhaustively traceable to antecedent causes, much less could they have been predicted. Unpredictability is another way of referring to creativity.",VP,VP,final,ungram,1,Neg,NA,NA,NA,VP,VP
349,1998,SPOK,ABC_20/20 ,"'s really far- fetched to think we'll ever even indict this case, much less go to trial. "" TOM JARRIEL: (voice-over) Frustrated and discouraged at",VP,VP,final,NA,1,NEC,NA,NA,NA,VP,VP
350,1998,SPOK,CBS_Special ,"lawyer says that a federal prosecutor has no business passing along to anybody, much less putting it out to the nation and the world at large. But be that",VP,VP,final,NA,1,Neg,NA,NA,NA,VP,VP
352,1998,SPOK,NBC_TodaySat ,"doesn't have time to go to the bathroom alone in the summer, much less give herself a facial. So this is something that she can do on her",VP,VP,final,NA,1,Neg,NA,NA,NA,VP,VP
353,1998,SPOK,NPR_ATC ,", we are in no position to predict history or much of it, much less explain the fullness of human history by the kind of naturalistic models that I'm",VP,VP,final,NA,1,Neg,NA,NA,NA,VP,VP
355,1998,FIC,ContempFic ,"until disgust overwhelmed him; then my friend could no longer touch it, much less think about perfection anymore. Finally, he threw his composition into the garbage.",VP,VP,final,NA,1,Neg,NA,NA,NA,VP,VP
356,1998,FIC,SouthernRev ,". How do you cook for someone you've never shaken hands with, much less kissed or made love to? How do you put yourself into your food?",VP,VP,final,"RC, conj",1,Ques,NA,NA,NA,VP,VP
357,1998,FIC,VirginiaQRev ,"Bill, "" I said. "" I never even seen a wedding, much less been in one myself. "" # He smiled at me, his eyes still",VP,VP,final,NA,1,Neg,never,NA,NA,VP,VP
360,1998,MAG,Backpacker ,"the rash shows up in all those odd places that never see daylight, much less come in contact with plants. The best plan of attack is avoidance, but",VP,VP,final,NA,1,Neg,never,NA,NA,VP,VP
364,1998,MAG,America ,"made an appointment with an otolaryngologist, a specialty I could barely pronounce, much less define. "" You have a tumor, "" said the otolaryngologist (ear,",VP,VP,final,RC,1,Adv,barely,NA,NA,VP,VP
365,1998,MAG,AmSpect ,"we can't even restrain the global weenies at the International Monetary Fund, much less muster the force to enact tax cuts (and tax reform) to fuel another",VP,VP,final,NA,1,Neg,NA,NA,NA,VP,VP
366,1998,MAG,ChristCentury ,"lived a secure and privileged life, I had never seen anyone die, much less be killed. Now I had a front-row seat. I would see Sam McDonald",VP,VP,final,NA,1,Neg,never,NA,NA,VP,VP
367,1998,NEWS,NYTimes ,"leadership. You can't be a kinder, gentler or better Mayor -- much less help those left out of New York's economic boom -- without toning down the",VP,VP,in VP,"more than V, less than VP",1,Neg,NA,NA,NA,VP,VP
368,1998,NEWS,Atlanta ,""" Even people who speak English may not know what a colostomy is, much less understand consent forms and discharge papers, "" said Ana Soler, a certified interpreter",VP,VP,final,NA,0,Neg,NA,NA,NA,VP,VP
369,1998,NEWS,Atlanta ,"n't expect to dive in the Gay Games in Amsterdam this past summer, much less win a silver medal. It was just one of the surprises related to his",VP,VP,final,NA,1,Neg,NA,NA,NA,VP,VP
370,1998,NEWS,Houston ,"it's doubtful one American in 10 could find Nanking on a map, much less tell what happened there in December 1937 when the Imperial Japanese Army swept into China",VP,VP,final,NA,1,Adj,doubtful,NA,NA,VP,VP
371,1998,NEWS,Denver ,"As the year 2000 nears, most people seldom even see a horse, much less spend a glorious day riding one through breathtaking scenery. Wheels, not hooves,",VP,VP,final,NA,1,Adv,seldom,NA,NA,VP,VP
375,1998,ACAD,ClearingHouse ,"many students; they automatically assume that they can't possibly understand it, much less find a solution. Reading the problems aloud individually, in pairs, or in",VP,VP,final,NA,1,Neg,NA,NA,NA,VP,VP
376,1998,ACAD,InstrPsych ,"of them had never fully confronted themselves about their racial "" hangups "", much less discussed those feelings with members of the other race. One Black woman reflected,",VP,VP,final,NA,1,Neg,never,NA,NA,VP,VP
380,1997,SPOK,CNN_Talkback ,that can convince me that their 14-year- old daughter is feeding the family dog much less taking a one-year healing period to heal their navel. That's the issue for,VP,VP,final,NA,1,NEC,NA,NA,NA,VP,VP
382,1997,FIC,Triquarterly ,"about love? "" Floyd asked, but he could barely think straight, much less put himself, or others, into workable terms. # "" That might have",VP,VP,final,NA,1,Adv,barely,NA,NA,VP,VP
383,1997,FIC,Triquarterly ,"and procedures. Jovine couldn't get him out and he knew it, much less make Lotus rich. If he endlessly attacked statutes on prison regulations, maybe the",VP,VP,final,NA,0,Neg,NA,NA,NA,VP,VP
384,1997,FIC,Triquarterly ,", I couldn't even hear Fred Mackall's and Roberta's voices, much less have called across to them. Even if I could have-by bullhorn, cellular flipphone",VP,VP,final,NA,1,Neg,NA,NA,NA,VP,VP
385,1997,FIC,FantasySciFi ,"up, they hadn't yet mapped the gene that causes bipolar disorder, much less figured out how to mask it; if only it had stopped at that.",VP,VP,final,NA,0,Neg,NA,NA,NA,VP,VP
387,1997,FIC,Mov:GIJane ,"V.O.) # It's hard to find time to sleep, Royce. Much less keep up with my phone life. # ROYCE # How hard they making it",VP,VP,final,NA,1,Adj,hard,Fragment,NA,VP,VP
389,1997,MAG,Parenting ,"II, she "" has hardly any time to take a shower, "" much less go shopping. New York City fashion stylist Lisa Vaamonde helped her sort through racks",VP,VP,final,NA,1,Adj,hardly,NA,NA,VP,VP
391,1997,MAG,GolfMag ,"It's winter and you probably can't even find your golf clubs, much less hit a 3-iron with any confidence. Tired of braving the elements at the driving",VP,VP,final,NA,1,Neg,NA,NA,NA,VP,VP
392,1997,MAG,SportingNews ,"clicked for 153 yards and two touchdowns. // Even without Deion Sanders practicing, much less going through training camp, the Dallas defense frustrated Kordell Stewart, turning his first",VP,VP,final,NA,1,Prep,without,NA,NA,VP,VP
393,1997,MAG,NatlReview ,"across an advisor who is willing to admit he's been flat-out wrong, much less devote such energy to explaining why he was wrong. That this practice is now",VP,VP,final,NA,1,NEC,NA,NA,NA,VP,VP
394,1997,NEWS,SanFranChron ,". # In most cases the apparatchiks don't even understand the problem, much less have a solution. # ROBERT PAIGE # San Luis Obispo # . # OUT",VP,VP,final,NA,1,Neg,NA,NA,NA,VP,VP
398,1997,ACAD,ABAJournal ,"profession's failure to concern itself with clients' expectations. To survive, much less thrive, lawyers will need to re-evaluate how they are serving their clients by better",VP,VP,final,NA,1,NEC,NA,NA,NA,VP,VP
399,1997,ACAD,CommCollegeR ,"organization, including academic ones, can summarily dispense with them and survive, much less thrive, is wishful thinking. # Senge has attempted to explain his reason for",VP,VP,final,NA,1,NEC,NA,NA,NA,VP,VP
400,1997,ACAD,ArmedForces ,"would not be willing to tolerate even the ordinary hardships of military life, much less be willing to risk their lives. Similar arguments can be made for the virtue",VP,VP,final,repetition,0,Neg,NA,NA,NA,VP,VP
401,1996,SPOK,Ind_Limbaugh ,"this stuff. And Ross wouldn't even get anywhere near the dipstick, much less get serious with the engine and try to fix it. So I'm telling",VP,VP,final,NA,1,Neg,NA,NA,NA,VP,VP
402,1996,SPOK,PBS_Newshour ,"he's raised some fears among Republicans about having a pro-choice Vice President, much less changing a platform. MR-LEHRER: Well, that was -- Sen. D'Amato, Republican",VP,VP,final,NA,1,NEC,NA,NA,NA,VP,VP
403,1996,FIC,AntiochRev ,"and forth, but I can't discern any of the individual letters, much less read a whole word. I assume it says The Hotel. # Mike Frazier",VP,VP,final,NA,1,Neg,NA,NA,NA,VP,VP
405,1996,FIC,ArkansasRev ,"than a dismal groan. How could anybody try to sell this stuff, much less be able to listen to it? Not only did Khalid Ismail do nothing but",VP,VP,final,NA,0,Ques,NA,NA,NA,VP,VP
406,1996,FIC,FantasySciFi ,"dangerous illusion that she had half a hope of standing up to him, much less talking him out of it. He was like a force of nature, and",VP,VP,final,NA,1,NEC,NA,NA,NA,VP,VP
411,1996,MAG,ConsumResrch ,"influence program choice are beyond the current ability of biomedical science to explain, much less predict. Nevertheless, it is possible to make some prudent qualitative recommendations to increase",VP,VP,final,NA,1,Adj,beyond,NA,NA,VP,VP
412,1996,MAG,Newsweek ,"Clinton nor Bob Dole nor anyone else was viewed as influencing our politics, much less changing the terms of the debate. We were told that the only new political",VP,VP,final,NA,1,Neg,Neither,NA,NA,VP,VP
414,1996,NEWS,NYTimes ,"No track runner 40 or older has ever competed in the Olympic trials, much less made the American Olympic team. All of Scott's contemporaries -- Eamonn Coghlan and",VP,VP,final,NA,1,Neg,NA,NA,NA,VP,VP
416,1996,NEWS,WashPost ,"of time. "" # No other second-year franchise has finished above.500, much less made the playoffs. The Panthers have done both, with a 10-4 record and",VP,VP,final,NA,1,Neg,NA,NA,NA,VP,VP
417,1996,NEWS,WashPost ,"world connect with small, specialized merchants they might otherwise never know about, much less be able to buy from. Of the three possible reasons to shop on-line,",VP,VP,final,RC,1,Neg,never,NA,NA,VP,VP
419,1996,ACAD,AnthropolQ ,# But we hadn't come here to study the medical-care delivery system -- much less become involved in it. What happened? # In 1970 Norman was asked to,VP,VP,final,NA,1,Neg,NA,NA,NA,VP,VP
420,1996,ACAD,PublicInterest ,"which later links in the chain have never even met the earlier links, much less have a desire to "" reunify "" with them. Bill Ong Hing, a",VP,VP,final,NA,0,Neg,never,NA,NA,VP,VP
422,1996,ACAD,ArtsEduc ,": How did these pedagogically impaired individuals ever make it through student teaching, much less get a job? Who was in charge of supervising and evaluating them, and",VP,VP,final,NA,1,Ques,NA,NA,NA,VP,VP
424,1996,ACAD,Symposium ,"to eventually become hallmarks of Renaissance Florence had not yet even been projected, much less begun. In 1413 the completed drum to the Duomo still awaited someone to design",VP,VP,final,pass,1,Neg,NA,NA,NA,VP,VP
426,1995,SPOK,Ind_Limbaugh ,". These guys are barking up a tree that doesn't even exist, much less trying to satisfy a national hunger. Now Mr. Newt was asked about this today",VP,VP,final,ungram,0,Neg,NA,NA,NA,VP,VP
427,1995,SPOK,NPR_Weekend ,"for only about five years, never earning enough to leave electrical engineering, much less earn riches from the Lanza name. Lynn Siciliano sp, who's married to",VP,VP,final,NA,1,Neg,never,NA,NA,VP,VP
428,1995,FIC,Ploughshares ,"been important, because ordinarily my father did not speak about his parents, much less take us to visit them. # A curious thing happened during that first visit",VP,VP,final,NA,1,Neg,NA,NA,NA,VP,VP
429,1995,FIC,HarpersMag ,"Oberlin says. "" A finer ranch none of us will ever see, much less have as a love nest of sorts. "" # "" When are they leaving",VP,VP,final,RC / why RC?,1,Neg,NA,NA,NA,VP,VP
431,1995,FIC,Time ,"clear that these people can't calculate their gas mileage without consulting Raster, much less navigate the subtle and dangerous currents of cutting-edge cryptography. # A Superdome security man",VP,VP,final,NA,0,Neg,NA,NA,NA,VP,VP
432,1995,FIC,FantasySciFi ,"a long description of places he had never in his life traveled to, much less worked in. Anyway, there are many riddles and enigmas that have stymied scholars",VP,VP,final,RC,1,Neg,never,NA,NA,VP,VP
433,1995,FIC,Bk:WalkingMidnight ,"Steve dragging her along behind him, it was a struggle to breathe, much less speak. The baying of the dogs was a distant, but potent, spur",VP,VP,final,NA,1,Verb,struggle,NA,NA,VP,VP
437,1995,MAG,Inc. ,". It was utter hubris to imagine I'd survive the raw Internet, much less build an empire. I need an interface. According to people I once considered",VP,VP,final,NA,1,Prag,Adversity,NA,NA,VP,VP
438,1995,MAG,Fortune ,"class (can anyone but whining yuppies afford to worry about such matters, much less take time off or jump career tracks?). Many women shudder at the",VP,VP,final,conj,1,Conj,but,exceptive,NA,VP,VP
439,1995,MAG,Americas ,"well. "" Although I had not learned in Europe to make violins, much less build organs, and it had never occurred to me that I would ever have",VP,VP,final,repetition,1,Neg,NA,NA,NA,VP,VP
443,1995,NEWS,Chicago ,"other cancers may lie in species that haven't even been discovered yet, much less analyzed. Who knows what the long-term cost will be if we casually allow hundreds",VP,VP,final,"RC, pass",1,Neg,NA,NA,NA,VP,VP
446,1995,ACAD,ABAJournal ,"it weren't for you, I wouldn't be able to work, much less go back to school. # Although Thompson expresses concern about the collapse of traditional",VP,VP,final,repetition,1,Neg,NA,NA,NA,VP,VP
448,1995,ACAD,Environment ,"is developing rather slowly. Most people do not know what biodiversity means, much less understand why it matters. At present, only a fraction of the world's",VP,VP,final,NA,0,Neg,NA,NA,NA,VP,VP
